Type	Objet ID	Champ ID	Nom technique	Label actuel (EN)	Label FR (à modifier)	Description	Type de champ	Custom?	Actif?	Système?
  champ	510ea02f-ef03-480d-bba7-b080aa765945	74540765-5c86-4c93-b5bd-1a6af9719a4c	trigger	Version trigger		Json object to provide trigger	RAW_JSON	Non	Oui	Non
  champ	510ea02f-ef03-480d-bba7-b080aa765945	31f45724-9b7b-4a5b-acac-7b0d35834388	workflow	Workflow		WorkflowVersion workflow	RELATION	Non	Oui	Non
  champ	510ea02f-ef03-480d-bba7-b080aa765945	f7ed4bef-f0b0-48ea-b7f7-70c7a2272399	favorites	Favorites		Favorites linked to the workflow version	RELATION	Non	Oui	Oui
  champ	510ea02f-ef03-480d-bba7-b080aa765945	1e45fca4-15a7-44a5-bf92-08152a2036f6	id	Id		Id	UUID	Non	Oui	Oui
  champ	510ea02f-ef03-480d-bba7-b080aa765945	795ebc43-cf2f-46f7-acdd-33e794610c91	position	Position	Position	Workflow version position	POSITION	Non	Oui	Oui
  champ	510ea02f-ef03-480d-bba7-b080aa765945	83bca328-3ba8-4d09-b3a3-cff75a03a128	searchVector	Search vector	Vecteur de recherche	Field used for full-text search	TS_VECTOR	Non	Oui	Oui
  champ	510ea02f-ef03-480d-bba7-b080aa765945	8b3c5f1c-2b15-40a8-970b-44de1ba6c3dc	timelineActivities	Timeline Activities		Timeline activities linked to the version	RELATION	Non	Oui	Oui
OBJET	9f3225a9-eeec-489c-99f8-6126c2ef9b86		workflow / workflows	Workflow / Workflows	Workflow / Workflows	A workflow		Non	Oui	
  champ	9f3225a9-eeec-489c-99f8-6126c2ef9b86	0426426c-2755-4fa8-a412-642992242ef4	createdBy	Created by	Créé par	The creator of the record	ACTOR	Non	Oui	Non
  champ	9f3225a9-eeec-489c-99f8-6126c2ef9b86	bbec81bb-c28f-4f88-91c6-14b9f034712a	createdAt	Creation date	Date de création	Creation date	DATE_TIME	Non	Oui	Non
  champ	9f3225a9-eeec-489c-99f8-6126c2ef9b86	2bdc1e12-1958-41cd-88b2-5e7366f57a24	deletedAt	Deleted at	Date de suppression	Date when the record was deleted	DATE_TIME	Non	Oui	Non
  champ	9f3225a9-eeec-489c-99f8-6126c2ef9b86	fe228dfe-cefb-4449-8a35-ab171b9534d4	lastPublishedVersionId	Last published Version Id		The workflow last published version id	TEXT	Non	Oui	Non
  champ	9f3225a9-eeec-489c-99f8-6126c2ef9b86	a4675126-7ffd-46a1-a802-61de8c3b0334	updatedAt	Last update	Date de modification	Last time the record was changed	DATE_TIME	Non	Oui	Non
  champ	9f3225a9-eeec-489c-99f8-6126c2ef9b86	8b32a384-4b8c-4f14-9fd2-d6eb7bbd2d38	name	Name	Nom	The workflow name	TEXT	Non	Oui	Non
  champ	9f3225a9-eeec-489c-99f8-6126c2ef9b86	77f1b0cb-c9ba-46b2-87cf-49288df619ee	runs	Runs		Workflow runs linked to the workflow.	RELATION	Non	Oui	Non
  champ	9f3225a9-eeec-489c-99f8-6126c2ef9b86	a9c32f07-2579-4668-994c-9a95d23fd0e5	statuses	Statuses		The current statuses of the workflow versions	MULTI_SELECT	Non	Oui	Non
  champ	9f3225a9-eeec-489c-99f8-6126c2ef9b86	d987567d-f0f5-4e6d-acec-58d00369eb30	updatedBy	Updated by		The workspace member who last updated the record	ACTOR	Non	Oui	Non
  champ	9f3225a9-eeec-489c-99f8-6126c2ef9b86	30f0d8ab-62b1-4323-89b3-fa8d09589157	versions	Versions		Workflow versions linked to the workflow.	RELATION	Non	Oui	Non
  champ	9f3225a9-eeec-489c-99f8-6126c2ef9b86	81776f02-af32-4c4e-bc3e-23668e42779d	attachments	Attachments		Attachments linked to the workflow	RELATION	Non	Oui	Oui
  champ	9f3225a9-eeec-489c-99f8-6126c2ef9b86	7d296328-511e-4916-8a12-65c7151e08cc	automatedTriggers	Automated Triggers		Workflow automated triggers linked to the workflow.	RELATION	Non	Oui	Oui
  champ	9f3225a9-eeec-489c-99f8-6126c2ef9b86	011f856e-413a-4e3c-8bdb-9ea28ba1d4ce	favorites	Favorites		Favorites linked to the workflow	RELATION	Non	Oui	Oui
  champ	9f3225a9-eeec-489c-99f8-6126c2ef9b86	46a3d87e-3f31-47b1-bcb3-fa8eda60f5bd	id	Id		Id	UUID	Non	Oui	Oui
  champ	9f3225a9-eeec-489c-99f8-6126c2ef9b86	4ab72e1b-10cb-440e-9bbe-fdef7ec4ef3d	position	Position	Position	Workflow record position	POSITION	Non	Oui	Oui
  champ	9f3225a9-eeec-489c-99f8-6126c2ef9b86	d16d71db-f484-430c-825d-cfc9c5239706	searchVector	Search vector	Vecteur de recherche	Field used for full-text search	TS_VECTOR	Non	Oui	Oui
  champ	9f3225a9-eeec-489c-99f8-6126c2ef9b86	8ce47992-72b3-4cde-b002-732f6a5d8905	timelineActivities	Timeline Activities		Timeline activities linked to the workflow	RELATION	Non	Oui	Oui
